genre,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12
blues,-288.7327,105.90115,18.776207,23.682646,5.6820407,25.54894,-13.463248,12.437668,-11.963671,1.5746144,-15.640524,-6.632071,-11.693039
blues,-238.96988,108.68233,34.158813,30.20716,-0.4982215,27.279755,-21.377928,14.166391,-24.509224,-1.8904003,-28.051817,-11.25711,-16.457558
blues,-217.18364,105.78522,15.602848,25.24884,-1.4500508,30.19327,-17.716621,17.319042,-27.213606,4.338282,-20.0573,-10.700285,-14.228785
blues,-171.79478,120.28173,15.331755,21.094315,-5.3954434,24.185543,-24.130846,18.545135,-22.342924,1.3107387,-20.765268,-4.991692,-17.108126
blues,-200.18538,116.348595,17.990738,25.287697,0.28717083,24.193771,-22.253931,11.182934,-26.854319,-7.637254,-24.876745,-12.010829,-17.024942
blues,-328.56018,102.70981,19.872597,26.714405,7.1520658,22.708387,-6.9570885,12.789707,-10.729283,-0.4425992,-12.386709,-8.909131,-9.215009
blues,-192.69032,111.157486,21.351843,26.396648,-0.6495015,23.48705,-25.476696,16.92198,-16.971931,5.785404,-25.736197,-5.0530744,-17.632252
blues,-301.70804,111.53328,21.896053,16.15057,8.198791,22.081917,-8.601798,1.4827532,-17.077759,-8.343712,-17.010778,-10.576027,-15.687029
blues,-110.28502,90.71587,-2.5352988,74.0649,-11.763082,39.210945,-13.171311,20.544195,-17.162983,12.81397,-21.437147,5.957196,-8.026906
blues,-107.203255,88.49289,-4.1719,55.477848,-8.0177145,38.413597,-6.4136605,28.57575,-19.81994,13.244698,-19.248566,12.076122,-4.5822673
blues,-159.5804,69.80602,-4.402107,76.845116,3.9148974,45.175888,-4.860274,32.20158,-9.805074,7.809358,-21.826738,9.69575,-2.5847607
blues,-109.1407,100.619644,-8.666454,47.35473,-6.568465,39.617756,-8.521924,29.572609,-16.594837,13.170881,-24.213415,6.5830193,-8.652447
blues,-109.53125,86.9288,-8.606026,64.480484,-6.302876,43.645935,-8.295385,28.543201,-14.081492,8.137969,-21.48412,11.087112,-5.095304
blues,-163.24342,89.783844,12.974768,80.69835,3.6637852,39.734093,-5.409266,26.490929,-13.169032,2.7055442,-20.547697,6.011405,-2.9064913
blues,-182.60481,90.67421,14.12465,67.552986,2.6751466,38.430412,-8.419176,24.123713,-13.794528,4.8405757,-16.67912,5.827117,-5.1463914
blues,-149.96422,93.663895,6.347333,71.49793,-8.129108,36.19368,-9.783754,17.647097,-21.112295,-0.13059253,-22.204636,5.426575,-7.464398
blues,-106.39663,102.66919,-20.160872,59.366917,-9.9604225,33.702366,-14.187068,23.52456,-13.328019,16.00551,-18.926493,7.824947,-7.7978344
blues,-255.96312,110.83974,21.46607,67.558914,4.2955728,43.095005,-4.5027637,10.435257,-8.718684,1.6503065,-20.581207,-2.4358413,-7.146028
blues,-83.02949,107.10441,-25.338032,57.1057,0.07983578,34.69768,-11.060306,20.544292,-11.203026,14.825527,-10.235623,12.548191,-9.764642
blues,-55.631004,114.9514,-37.04922,64.900314,-7.1699824,15.256332,-16.247622,18.646315,-9.762152,21.460814,-5.662462,12.79181,-16.540876
blues,-225.26271,117.62649,-14.538812,64.79437,12.911809,19.036669,10.670199,9.886925,-2.3937402,11.683764,1.5412838,3.0635996,-7.6256156
blues,-76.74659,105.751114,-43.19778,60.959892,-8.785327,21.246374,-12.868538,18.610828,-11.409451,14.548587,-6.0564647,12.733197,-9.375089
blues,-57.94168,109.0066,-36.21867,64.044914,1.4201567,26.318415,-17.484892,20.42565,-9.550732,18.168364,-6.064984,13.87447,-11.29574
blues,-98.771095,104.79962,-35.097168,60.695198,-2.8405914,22.22947,-7.831078,19.035414,-11.572287,17.017876,-5.3780265,12.197646,-9.955082
blues,-145.29242,102.850784,-12.567544,56.993618,2.221108,26.614082,-4.298428,17.341423,-8.016128,15.237472,-6.948761,7.4706593,-10.477943
blues,-92.73328,115.32343,-35.068222,57.875343,1.8522309,26.613142,-14.536868,22.128332,-8.207463,11.016058,-5.6494255,7.278642,-10.204165
blues,-95.44059,105.23433,-26.953482,60.816486,-4.854668,21.54347,-13.520524,12.13553,-20.231928,12.156194,-5.2262135,10.267819,-9.4598
blues,-86.268684,91.95878,-23.41585,68.26197,-3.8848531,22.747063,-9.897946,16.88897,-11.390699,18.429132,-7.012551,10.759531,-11.943846
blues,-67.761024,111.7113,-34.646255,61.319546,0.044202104,30.56148,-12.693844,21.164927,-13.122508,16.284252,-6.337016,12.300311,-12.475308
blues,-82.52998,94.164505,-27.112604,75.65927,-27.521809,35.577274,-20.30349,25.112028,-15.370209,11.3539715,-13.391486,8.14732,-8.500546
blues,-144.92339,95.732994,-21.616442,49.62627,-29.88752,29.351145,-18.850819,17.902308,-9.670823,5.516722,-9.557408,6.359987,-21.088718
blues,-129.15756,72.09806,-7.7710886,49.25128,-32.72323,21.60696,-27.37162,15.001658,-10.260744,12.431697,-17.031103,7.1205482,-18.018093
blues,-85.13846,88.807526,-16.32557,59.228165,-35.98338,14.397045,-22.296473,9.660774,-14.823983,11.181689,-14.806866,8.475102,-19.587511
blues,-118.35662,74.87531,-19.866089,46.944565,-32.559826,23.820112,-26.355211,17.678152,-13.824853,11.931674,-17.888668,7.5392737,-22.89513
blues,-116.60201,97.43107,-13.89173,48.967636,-22.59646,27.759014,-20.245163,18.638863,-14.6395855,8.482747,-16.644682,11.017631,-13.866874
blues,-95.46357,101.38746,-20.677706,48.668915,-30.248262,20.807701,-18.291418,14.138235,-12.79949,13.443616,-14.068502,7.7323503,-19.215458
blues,-113.20137,88.7261,-8.926565,49.474174,-34.579094,15.856428,-17.74022,14.70729,-11.190547,15.368716,-15.0683975,8.74908,-18.629265
blues,-121.47392,96.09719,-19.590857,48.038452,-38.784626,24.768978,-32.94141,8.102542,-17.818922,6.1178603,-19.995438,6.800339,-19.33321
blues,-133.04897,105.73889,-22.158222,41.830692,-26.992502,19.118574,-26.566029,19.235983,-15.342011,6.989914,-10.814381,6.7986693,-11.726956
blues,-89.39791,93.79924,-14.558413,54.38949,-33.50723,19.428232,-19.761513,13.029956,-13.86451,14.617379,-14.972617,10.598986,-18.020245
blues,-118.70432,87.64562,6.5529914,45.102318,-38.91159,20.823198,-26.864548,13.807368,-17.236187,5.111261,-15.712021,3.9887707,-27.53658
blues,-30.126768,103.738075,-19.742794,56.41043,-12.707871,20.187708,-17.338875,16.300972,-18.438002,8.925146,-11.655669,11.209243,-8.847433
blues,-56.005306,87.85133,-1.6130452,41.199356,-5.6183295,27.792627,-23.99084,21.776114,-18.41947,12.326554,-13.7120495,11.851395,-3.9741166
blues,-86.491806,92.72617,-15.342206,54.05328,0.8746949,31.574251,-14.615236,23.328945,-14.971668,15.337374,-7.053953,12.179845,-6.0996003
blues,-52.707645,74.45461,-18.709469,56.292683,-3.9566317,31.991102,-16.460794,22.406431,-12.25808,27.22263,-9.23979,7.799893,-10.568794
blues,-28.989244,104.531006,-30.983423,38.162056,-8.009196,30.894712,-20.608162,25.823612,-12.974684,16.943222,-12.272944,10.787743,-10.56656
blues,-2.543013,101.26548,-33.930927,41.52805,-13.817938,31.923836,-21.876541,24.470268,-15.874413,15.808346,-14.370209,12.514341,-13.378112
blues,-3.5798953,92.929634,-25.082928,45.1795,-10.856173,31.8634,-18.04439,28.626354,-10.2277155,14.668069,-14.905226,14.741958,-15.603514
blues,-54.706253,119.48301,-34.87408,37.540634,-15.880536,22.081293,-14.661809,18.532047,-9.647198,11.256581,-11.729359,11.540745,-6.4318557
blues,-27.024073,107.31879,-46.839245,40.927616,-21.476635,24.832184,-18.939484,15.274643,-15.052192,12.273417,-15.24018,14.332184,-13.839795
blues,-29.367115,108.666985,-25.570353,38.4609,-18.340786,21.792147,-25.148396,22.39537,-17.588984,14.681227,-12.085815,5.48115,-7.6935263
blues,-19.882248,98.88733,-24.475315,49.579945,-16.198492,30.193226,-18.027517,27.552814,-11.407699,14.870685,-8.914958,11.668756,-10.893209
blues,-39.007614,112.05693,-31.819199,38.235607,-6.3202114,23.32046,-18.772533,23.931017,-10.932699,13.236961,-14.371818,13.3270645,-10.916337
blues,-180.20891,131.43243,0.60078645,43.153095,14.135329,25.614765,-5.311873,12.027975,-13.535558,-1.105728,-7.6164737,2.714974,0.77835834
blues,-212.79181,139.06325,9.446759,35.453796,12.697431,20.420673,-5.5826244,10.889944,-8.73331,8.059619,0.16372377,2.6487746,-1.0296487
blues,-155.5764,125.66273,1.5785835,45.839695,0.9277813,25.383114,-10.812055,15.5590105,-11.919289,1.2735378,-6.6728826,-0.78441757,-7.74382
blues,-194.2843,151.84703,-1.1988223,39.188103,16.589046,18.247795,-1.3970139,14.86903,-11.620167,2.4414866,-5.0819397,3.9376056,-0.89880383
blues,-346.85635,139.25108,24.052633,22.281025,18.663773,11.662003,9.016559,6.970993,-2.0330267,5.4127927,1.650389,-2.3577814,3.2000823
blues,-177.56758,115.369,9.970585,54.043877,7.624312,28.312319,-9.054929,20.04951,-15.044513,6.2095737,-5.692567,1.3833519,-5.8288145
blues,-236.30539,161.68063,-1.1661638,27.27869,9.586512,20.620241,0.2274404,13.798597,-0.5090395,10.1752,-4.4575567,5.5087075,-3.7265837
blues,-332.2246,128.08928,28.80515,41.830193,31.214472,23.334787,5.7841125,9.001364,-3.8817165,3.731323,-0.87422895,-0.43919006,1.4851279
blues,-350.35263,169.53174,31.771353,16.71844,28.658945,19.24618,7.845076,10.037886,4.7406454,2.9217067,3.900229,1.8129543,-5.969145
blues,-206.24908,126.61618,10.596903,43.21016,12.49674,19.42537,0.35838872,12.735203,-4.5791903,4.0611596,-4.404285,3.6691213,-1.455245
blues,-130.57875,139.96141,-1.282277,39.30623,-6.344084,19.768293,-11.21256,27.240303,-16.548758,7.028904,-1.1964594,1.6060344,-6.6385465
blues,-314.57837,139.9112,11.903931,30.14179,-7.5424266,14.91705,-2.7015827,6.727816,-6.366219,2.8079295,-11.728743,2.077973,-11.439269
blues,-148.64699,145.77013,-9.366609,48.437965,10.546017,18.008686,-2.6387382,16.953346,-11.500734,8.72578,-8.186317,3.2097275,-0.681634
blues,-90.67999,100.10962,-23.938423,52.602547,-20.93744,31.501324,-11.228661,20.089375,-10.902471,17.561745,-14.096043,12.994767,-11.434561
blues,-177.25548,136.2347,-26.89329,36.36897,-18.752977,20.8976,-1.7674743,3.0104692,-5.596907,5.6413455,-8.101526,5.6564813,-10.778818
classical,-268.21857,135.68166,-34.056377,25.616003,-12.971723,17.903263,-9.99086,5.634088,-14.143673,7.493185,-3.9764395,8.258308,-1.3336012
classical,-324.09128,133.56267,-25.030157,24.55361,-11.939921,17.658503,-5.5186734,1.7168897,-10.575925,-0.8605745,-7.80522,3.5297625,5.0546646
classical,-235.30266,141.11952,-34.68189,30.97919,-16.402012,23.11808,-11.041572,7.6543603,-19.016834,4.2267823,-11.835753,8.917746,-1.4451485
classical,-326.89743,127.400604,-30.596176,37.471397,-5.2961755,20.813564,-1.7786853,-4.6154566,-4.0401983,5.2422743,-0.6424488,2.7945673,7.2292066
classical,-259.95258,118.92713,-35.608337,31.969566,-16.524868,10.618956,-15.653265,7.425692,-5.82416,8.26638,-17.991137,-1.1879281,-6.356529
classical,-264.33557,138.1797,-30.096487,37.83662,-7.1731243,6.7740803,-11.809729,4.7056303,-9.825993,5.8591266,-9.563163,2.6768572,-4.7887115
classical,-295.8206,134.53781,-22.434929,40.75837,-5.8729753,9.266152,-11.873936,6.287886,-8.864132,4.402294,-9.374511,4.060037,1.6421572
classical,-286.7648,135.92358,-24.43564,36.65812,-6.240166,6.963425,-8.172439,3.8363295,-4.407772,6.43176,-4.1324863,1.5559707,-4.3460455
classical,-292.093,127.76223,-29.910952,37.434177,-9.569949,5.1092925,-13.825463,7.040886,-7.0332546,6.498645,-9.904662,4.711042,0.3650689
classical,-356.10693,139.79785,-6.2831244,43.18759,-8.871487,11.056036,-8.395702,4.4202566,-8.280071,8.684676,-8.132967,3.433306,-1.4450535
classical,-315.01526,128.71162,-28.93394,30.832693,-8.987341,7.994575,-9.845814,1.4287153,-8.980799,6.0593615,-3.3081124,7.6189456,3.8063478
classical,-385.35327,177.20355,-9.33685,24.37912,5.7992835,-4.5660625,-6.359218,-6.9494734,-4.122529,3.8736925,-0.33930957,-0.9373086,-3.6557696
classical,-362.7318,143.90761,-19.005598,30.651041,1.0206413,0.27225077,-7.991961,-3.8471584,-8.934133,3.276335,-4.4292364,3.662749,4.925432
classical,-343.14352,140.10466,-20.91952,32.316124,-3.6832788,2.940859,-10.663066,0.31063077,-5.795961,7.6833076,-3.6783314,2.5477433,-3.4992898
classical,-324.6393,147.81375,-31.926256,27.40502,-4.50231,-4.1688004,-12.59746,-5.1306887,-7.7447653,0.8444134,-8.192252,-0.82764465,0.9923773
classical,-449.5024,124.97929,-19.903538,27.45521,-5.7697797,2.218913,-6.560758,10.581615,3.3420105,14.3803425,1.9796474,5.2490325,4.427051
classical,-482.57535,154.85045,-5.0330462,29.729904,-1.8655618,8.21654,-4.778444,9.63252,-3.3466733,4.530603,-10.102243,-0.6701807,-2.44897
classical,-311.5614,148.68465,-33.492855,10.352457,-12.897486,1.2300146,-12.900196,0.80692005,-9.733505,2.0582037,-5.113307,6.7274017,4.6117973
classical,-405.63312,145.72554,-0.8494923,23.064943,9.217205,-2.6364684,-5.7427993,-2.0792973,-0.6383661,6.745994,2.7888033,2.4446676,5.083243
classical,-475.8085,141.50447,-8.465948,34.003716,0.51044405,6.037262,0.003852437,9.544265,2.1649945,7.102437,-8.052562,-0.11562485,0.76368
classical,-300.90747,161.12791,-24.245857,27.956917,-2.8630512,2.3890126,-11.268324,0.22309752,-6.8389344,6.0936527,-8.139803,-1.8150442,-4.1209817
classical,-278.16513,147.88019,-31.550192,20.351751,-9.574066,-6.2306333,-13.595258,-0.6612343,-7.273572,1.0149179,-11.761826,-0.96557987,-2.2157323
classical,-278.80756,160.00061,-28.392517,23.027172,-2.7092495,3.0009243,-11.297819,-0.51610184,-11.366227,3.1746962,-5.085273,4.348031,-4.0713315
classical,-406.84668,163.08134,-2.3728123,32.416626,7.946261,9.632712,-5.45672,9.490358,-3.0608041,10.187205,-10.35241,-5.404833,-8.054706
classical,-223.18733,163.25397,-34.412884,24.186995,-10.303667,3.2221324,-12.889323,0.80370414,-14.28119,1.6788578,-10.140899,0.23151706,-4.558466
classical,-221.30133,173.31781,-37.445778,24.355968,-8.682666,3.3846245,-12.844792,1.0788687,-15.323445,0.42382577,-9.6230135,2.288309,-4.4905114
classical,-319.2353,143.68849,-31.174318,10.929484,-5.5593967,-4.257987,-8.956227,-5.5805836,-8.02272,2.3428679,-4.4802847,-0.32078663,0.96291196
classical,-366.2604,181.60039,-5.51421,26.999447,-4.8282466,4.6016793,-10.550474,0.15556984,-11.136406,3.576607,-10.338357,-1.0807841,-4.597426
classical,-228.95596,153.91904,-30.704666,20.802929,-6.0996633,1.1756067,-10.78928,-3.8661342,-11.594045,0.86720824,-8.299901,-0.71556634,-3.0778162
classical,-297.12802,130.24132,-30.590057,27.473576,-7.0638957,1.9754051,-11.136684,4.7445807,-8.7696905,5.404951,-5.3879395,4.456288,1.7435378
classical,-315.7878,149.6681,-30.549936,23.213524,-8.68629,-10.101967,-15.724107,-4.0400276,-7.6393766,0.046328187,-11.144776,-7.673778,-5.867613
classical,-374.00146,172.43169,6.4013906,20.147358,5.8632383,1.5984085,-6.7120857,-1.1907266,-0.2892056,0.33138114,-6.5567055,-7.3027678,-7.334053
classical,-498.6033,177.51414,11.2123165,27.632612,-2.8363297,5.0898414,-6.60016,-1.0522397,-4.139637,-3.0476694,-9.911628,-8.576438,-9.19357
classical,-429.07135,120.76842,-1.7005684,17.942797,7.7381415,-2.054263,-3.9395752,-2.5293145,-0.5850701,-0.80839616,-9.05951,-3.6882565,-0.9795186
classical,-309.26334,138.65692,-29.71562,33.617283,-0.36966005,5.228342,-6.3285327,3.2850165,-6.703107,-0.6884885,-13.24687,-8.538453,-9.6672
classical,-319.72226,166.00253,-11.938701,27.27777,7.8312716,1.7412491,-7.853774,-2.4011252,-2.90487,-2.5207543,-11.3745775,-4.6163793,-4.492808
classical,-419.33255,127.41256,-3.7806551,23.201252,-4.313285,4.0386424,-8.204688,-7.614801,-7.0662546,-2.9135451,-7.399464,-5.427491,-9.091689
classical,-275.4436,125.33516,-41.033215,24.59948,-4.7629037,-4.257404,-15.00206,-5.0420785,-4.998161,2.4723501,-10.893561,-8.016089,-5.168352
classical,-275.9678,146.32536,-36.601395,24.209837,-2.5517094,-2.155176,-13.30885,-6.500922,-9.406593,-3.121519,-11.546325,-4.1899295,-1.6999393
classical,-409.5085,116.79858,-16.184534,11.701641,0.68973315,6.012307,-4.265308,0.49973595,0.43108037,12.586633,-1.1213994,-1.1413046,4.948069
classical,-358.75812,129.07834,-30.378685,19.878695,-10.365978,-0.649601,-10.599926,1.5427625,-3.9666157,1.871792,-8.833108,-7.1691914,-8.212051
classical,-368.52054,124.2544,-31.574644,17.583704,2.324991,-5.9451756,-11.797774,-5.5220284,-5.3968725,-1.3089094,-8.424349,-3.6169055,2.2096312
classical,-160.66153,164.26509,-48.74267,1.6567887,-7.6118655,-2.6635227,-11.042241,-7.000248,-8.0976515,1.2511176,-5.369692,-4.139391,-5.426859
classical,-249.65216,161.55922,10.15452,-3.0576777,-0.57357943,-2.0703812,-12.19737,-8.612416,-14.639438,-12.04864,-12.293452,-7.161874,-7.8807273
classical,-402.20825,153.97675,-15.228629,15.294281,-3.0716236,-3.1837263,-9.759971,-17.305773,-12.305009,-7.9180746,-7.099395,-0.29572114,1.5226654
classical,-171.08478,156.89876,-21.83331,5.3263197,-4.0699153,-3.731567,-8.900291,-4.9369226,-7.900487,-5.3933387,-9.340079,-6.6050344,-7.7875705
classical,-85.30834,118.44306,-31.477154,20.282328,-4.4176335,6.9121923,-10.952412,-1.6223388,-7.3614726,-3.0186846,-4.4440117,-1.417289,-4.253398
classical,-436.85822,154.08043,-19.861961,20.18266,3.1738954,0.45094585,-6.5277185,-4.608916,-10.058647,-6.156632,-4.53336,-2.7670467,-5.211671
classical,-124.04526,148.59566,-21.581469,17.421335,-1.4155146,4.123947,-7.0207763,-5.144728,-5.8456483,5.024511,-6.226354,-1.9116533,-0.9001437
classical,-98.35358,98.3555,-20.49053,18.820034,-2.095781,2.665037,-7.3115172,-3.5901136,-7.989525,-1.9183744,-4.731997,0.623776,-2.5930848
classical,-449.5513,151.49677,-12.753422,44.259808,6.2501945,4.054499,-1.476217,-1.6236228,-2.4865203,-4.285676,-9.663299,-1.3531811,0.13567676
classical,-230.27237,119.15338,-1.0512242,28.384491,10.00878,16.125824,4.793946,6.192378,0.9515957,5.9151874,-1.1755236,3.5739167,-2.0996544
classical,-186.65797,86.64906,-15.726744,14.733744,-2.2077506,6.255173,-0.89246273,0.65540314,-6.0940466,-5.222849,-7.8795443,-1.7255487,-4.7003126
classical,-121.83351,149.66736,-42.832016,24.485321,-5.4060426,10.664615,-2.818438,0.7835228,-6.3980646,4.4740586,-1.2259257,1.2524998,-1.1988703
classical,-108.06734,127.27673,-44.952744,31.253359,4.3463645,-4.9418173,-15.889656,14.6361885,-7.799102,-1.2097646,2.8209624,17.278034,-4.0977507
classical,-483.96786,144.165,1.3792458,8.070789,4.9335585,-2.316337,-2.740416,-6.8436475,-10.15446,-8.070668,-7.157022,-10.55595,-7.773563
classical,-81.11545,129.04564,-42.44421,33.13707,5.6854467,-6.503762,-2.2667923,7.401879,-18.70608,2.4765916,3.7434185,1.8843731,-10.075478
classical,-367.0708,112.819145,-18.745602,10.175582,-1.604358,3.799532,0.92568105,5.0639052,-5.370904,-9.514625,-8.494094,-1.7862537,1.2870401
classical,-349.94827,161.8574,-3.3694615,14.163238,5.7316136,3.5070765,2.9739194,-7.0916595,-7.915771,-0.36118275,2.8649027,-2.4754703,-6.782114
classical,-197.22751,137.38995,-34.15922,25.363321,-5.2644143,-2.7768812,-9.50855,-7.613304,-7.647624,-5.667732,-4.3843036,-5.424353,-3.5282187
classical,-166.42174,122.12508,-32.114124,16.680294,-5.400134,-2.4928677,-9.827045,-4.8984995,-6.967043,-4.5714536,-6.654089,-5.4923553,-5.371946
classical,-274.3259,148.35321,-20.328934,21.799068,7.9280887,3.7767048,-2.2288494,-6.0878696,-5.6230106,-6.6903195,-5.9035316,-4.592248,-1.5412745
classical,-305.44928,135.9327,-11.758563,18.213852,10.375582,3.0047128,-5.5933824,0.1413443,-1.354128,-1.8684577,-3.2081378,-6.7502136,-2.6937733
classical,-465.89728,180.18097,56.64645,11.035487,5.84732,0.7351601,-3.9715195,-5.886588,-8.459515,-9.785687,-7.6918125,-3.2519474,-1.8584505
classical,-498.64725,145.66858,46.470146,15.258628,3.068622,-0.83228415,-5.2227077,-6.210678,-3.811383,0.08911614,2.7176886,2.216922,0.24056226
classical,-421.5947,172.78944,28.069185,-2.5672548,-3.5711486,-4.8697963,-8.896141,-10.693691,-7.677652,-7.9523697,-7.321746,-2.7029626,-0.9108151
classical,-429.1393,175.105,31.898457,4.288325,1.0443158,-5.7782183,-9.484334,-11.283601,-10.578689,-8.663466,-6.3293443,-1.6777816,0.82280576
classical,-413.4534,143.48242,31.305882,14.029361,1.5161095,-2.2952938,-6.4711924,-8.109995,-5.934282,-4.475447,-2.804755,-0.8226045,-1.2224382
classical,-234.44064,130.26003,-39.531036,19.348919,-6.7951365,-5.1349883,-3.7098153,-4.0319524,-5.071555,-1.3709054,-7.748645,-4.3807516,0.4702783
classical,-321.24756,136.29433,-28.282764,31.008644,0.5742571,0.23691326,0.6586128,-1.3397083,-0.058612153,-0.42391244,-6.1761975,-0.14452049,-0.45497757
classical,-321.1392,134.57178,-18.24004,22.185543,0.42837238,-3.8020203,0.4877545,-1.1469616,-1.9024942,-0.10495498,-2.7560537,0.5838328,2.493017
classical,-269.7108,136.43422,-25.016579,26.40387,0.6810673,-5.372084,-1.109293,-1.4986668,-0.17736845,-3.8057554,-9.296668,-3.1443982,1.6502775
classical,-360.83868,138.97086,-12.927217,33.778614,7.5961585,-1.7088121,1.0270189,4.0721283,3.9389958,0.94157827,0.5166478,4.6864805,3.336596
classical,-306.85608,152.84921,-27.586615,16.327557,-3.1488068,-8.940591,-5.4374776,-9.772418,-7.1042967,0.2983124,0.8934093,5.4443207,8.212006
classical,-289.74127,143.90283,-27.002756,24.065563,-1.1469277,-6.3004317,-2.745879,-3.524174,-3.0163457,-3.1469986,-7.264607,-1.6910166,3.0758984
classical,-413.0011,138.53171,-19.246777,34.156403,8.985244,-4.2935634,4.1500463,0.8692795,3.081244,0.12008631,-4.059801,3.7838356,5.919068
